name,eissn,index,citations,jif2026,jif2025,quartile
NURSING FORUM,1744-6198,ESCI,2781,1.9,2.0,Q2
Polar-Political and Legal Anthropology Review,1555-2934,SSCI,774,1.9,1.3,Q1
CLINICS IN LABORATORY MEDICINE,1557-9832,SCIE,1832,1.9,1.3,Q3
JOURNAL OF FAMILY ISSUES,1552-5481,SSCI,6261,1.9,1.4,Q2
JOURNAL OF VERTEBRATE PALEONTOLOGY,1937-2809,SCIE,6877,1.9,1.9,Q2
CLINICAL OTOLARYNGOLOGY,1749-4486,SCIE,4321,1.9,1.5,Q2
Critical Studies on Security,2162-4909,ESCI,557,1.9,1.3,Q2
Politics Philosophy & Economics,1741-3060,SSCI,627,1.9,1.6,Q2
YOUTH & SOCIETY,1552-8499,SSCI,2743,1.9,1.9,Q2
Communication Research and Practice,2206-3374,ESCI,550,1.9,0.9,Q2
Early Childhood Education Journal,1573-1707,SSCI,4424,1.9,1.8,Q2
Surgical Oncology Clinics of North America,1558-5042,SCIE,1771,1.9,2.4,Q4
CULTURE MEDICINE AND PSYCHIATRY,1573-076X,SSCI,1611,1.9,1.8,Q1
Journal of Education and Work,1469-9435,ESCI,1458,1.9,1.7,Q2
Journal of Survey Statistics and Methodology,2325-0992,SSCI,1047,1.9,1.6,Q2
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,1502-7724,SCIE,1952,1.9,1.8,Q3
ATTACHMENT & HUMAN DEVELOPMENT,1469-2988,SSCI,2839,1.9,2.4,Q3
Gadjah Mada international journal of business,2338-7238,ESCI,251,1.9,1.1,Q3
IRBM,1876-0988,SCIE,1358,1.9,4.2,Q3
Language and Linguistics Compass,1749-818X,ESCI,2067,1.9,1.6,N/A
PATHOLOGY INTERNATIONAL,1440-1827,SCIE,2952,1.9,3.4,Q3
Studies in Continuing Education,1470-126X,SSCI,946,1.9,1.8,Q2
Cambridge Journal of Education,1469-3577,SSCI,2220,1.9,1.5,Q2
Journal of Veterinary Behavior-Clinical Applications and Research,1878-7517,SCIE,2419,1.9,1.6,Q3
Plastic and Reconstructive Surgery-Global Open,2169-7574,ESCI,10824,1.9,1.8,Q2
Wood Material Science & Engineering,1748-0280,SCIE,2328,1.9,2.1,Q2
Advances in Medical Education and Practice,1179-7258,ESCI,2793,1.9,1.7,Q2
Education Inquiry,2000-4508,ESCI,770,1.9,1.6,Q2
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,1570-7458,SCIE,6182,1.9,1.7,Q2
International Journal of Testing,1532-7574,ESCI,1087,1.9,1.4,Q2
INTERNATIONAL STATISTICAL REVIEW,1751-5823,SCIE,3053,1.9,1.8,Q1
MEDICAL CARE,1537-1948,SCIE,19977,1.9,2.8,Q3
Pediatric Physical Therapy,1538-005X,SCIE,1729,1.9,1.5,Q2
Pediatric Reports,2036-7503,ESCI,830,1.9,1.4,Q2
ACTA ANAESTHESIOLOGICA SCANDINAVICA,1399-6576,SCIE,6863,1.9,2.0,Q2
Frontiers in Surgery,2296-875X,SCIE,10614,1.9,1.8,Q2
JOURNAL OF NONVERBAL BEHAVIOR,1573-3653,SSCI,2074,1.9,1.7,Q3
LEISURE SCIENCES,1521-0588,SSCI,3818,1.9,1.9,Q3
NUCLEAR PHYSICS A,1873-1554,SCIE,17146,1.9,2.5,Q3
JOURNAL OF ANIMAL BREEDING AND GENETICS,1439-0388,SCIE,2262,1.9,1.9,Q2
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,1467-985X,SSCI,4689,1.9,1.6,Q2
JOURNAL OF WILDLIFE MANAGEMENT,1937-2817,SCIE,10902,1.9,1.9,Q3
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,1555-6638,SCIE,773,1.9,1.5,Q2
Curriculum Journal,1469-3704,ESCI,1164,1.9,1.7,Q2
DISCOURSE STUDIES,1461-7080,SSCI,1988,1.9,1.7,Q2
Gland Surgery,2227-8575,SCIE,3823,1.9,1.6,Q2
International Journal of Medical Education,2042-6372,ESCI,3096,1.9,1.9,Q2
Journal of Exercise Rehabilitation,2288-1778,ESCI,1620,1.9,1.6,Q2
JOURNAL OF GENDER STUDIES,1465-3869,SSCI,2497,1.9,1.5,Q2
ADVANCES IN PHYSIOLOGY EDUCATION,1522-1229,SCIE,3148,1.9,1.7,Q2
American Journal of Health Economics,2332-3507,SSCI,526,1.9,2.0,Q2
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,1935-1054,SSCI,3272,1.9,1.7,Q2
Journal of Systems Science & Complexity,1559-7067,SCIE,2056,1.9,2.8,Q2
JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,1532-2319,SCIE,1366,1.9,1.7,Q2
Physiology International,2498-602X,SCIE,527,1.9,2.3,Q4
Translational Animal Science,2573-2102,ESCI,2553,1.9,1.8,Q2
JOURNAL OF APICULTURAL RESEARCH,2078-6913,SCIE,4372,1.9,1.8,Q2
Journal of Information Technology Education-Innovations in Practice,2165-316X,ESCI,226,1.9,1.5,Q2
Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,1615-6714,SCIE,1670,1.9,1.6,Q3
MEMORIAS DO INSTITUTO OSWALDO CRUZ,1678-8060,SCIE,5699,1.9,2.5,Q3
Policy Reviews in Higher Education,2332-2950,ESCI,391,1.9,1.7,Q2
PSYCHIATRIC REHABILITATION JOURNAL,1559-3126,SSCI,2156,1.9,1.2,Q3
RIE-Revista de Investigacion Educativa,1989-9106,ESCI,785,1.9,2.0,Q2
WILDLIFE RESEARCH,1448-5494,SCIE,3831,1.9,1.6,Q3
Archives Animal Breeding,2363-9822,SCIE,895,1.9,1.6,Q2
Educational and Developmental Psychologist,2059-0784,ESCI,587,1.9,2.6,Q3
F&S Science,2666-335X,ESCI,360,1.9,1.5,Q3
ACTA NEUROCHIRURGICA,0942-0940,SCIE,12146,1.9,1.9,Q3
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,2044-8317,SCIE,3110,1.9,1.8,Q2
Egyptian Journal of Forensic Sciences,2090-5939,ESCI,901,1.9,1.3,Q2
HOLZFORSCHUNG,1437-434X,SCIE,4562,1.9,1.6,Q2
International Journal of Politics Culture and Society,1573-3416,ESCI,857,1.9,1.1,Q2
Criminal Behaviour and Mental Health,1471-2857,SSCI,1042,1.9,1.3,Q2
Empirical Economics,1435-8921,SSCI,6134,1.9,1.9,Q2
European Archives of Paediatric Dentistry,1996-9805,ESCI,2648,1.9,2.0,Q3
European Journal of Development Research,1743-9728,SSCI,2366,1.9,2.6,Q3
International Relations of the Asia-Pacific,1470-4838,SSCI,656,1.9,1.3,Q2
Irish Educational Studies,1747-4965,SSCI,1039,1.9,1.2,Q2
JOURNAL OF ANIMAL AND FEED SCIENCES,1230-1388,SCIE,1132,1.9,1.5,Q2
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,1096-0457,SSCI,9703,1.9,2.0,Q3
JOURNAL OF PSYCHOTHERAPY INTEGRATION,1573-3696,ESCI,1185,1.9,1.7,Q3
Journal of Transcultural Nursing,1552-7832,"SCIE, SSCI",2368,1.9,1.4,Q2
REVIEW OF WORLD ECONOMICS,1610-2886,SSCI,1348,1.9,1.2,Q2
ACSMS HEALTH & FITNESS JOURNAL,1536-593X,SCIE,728,1.9,1.8,Q3
DEVELOPMENTAL PSYCHOBIOLOGY,1098-2302,SCIE,4521,1.9,2.2,Q3
Journal of Patient Safety,1549-8425,SCIE,3051,1.9,,Q3
MCN-The American Journal of Maternal-Child Nursing,1539-0683,"SCIE, SSCI",1213,1.9,2.2,Q2
South African Journal of International Affairs-SAJIA,1938-0275,ESCI,417,1.9,1.1,Q2
COGNITIVE DEVELOPMENT,1879-226X,SSCI,3349,1.9,1.8,Q3
INTERNATIONAL REVIEW OF EDUCATION,1573-0638,ESCI,1752,1.9,1.6,Q2
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,1099-1743,SSCI,2370,1.9,1.8,Q3
INSECT SYSTEMATICS & EVOLUTION,1876-312X,SCIE,468,1.9,1.4,Q2
Journal of Child Health Care,1741-2889,"SCIE, SSCI",1658,1.9,1.6,Q2
Journal of Genetic Counseling,1573-3599,SCIE,3940,1.9,1.9,Q3
Journal of Physics A-Mathematical and Theoretical,1751-8121,SCIE,29694,1.9,2.1,Q2
Asian Pacific Journal of Tropical Biomedicine,2588-9222,SCIE,4301,1.9,1.7,Q3
CAMBRIDGE JOURNAL OF ECONOMICS,1464-3545,SSCI,4092,1.9,2.1,Q2
Journal of Advanced Veterinary and Animal Research,2311-7710,ESCI,1463,1.9,1.5,Q2
Journal of Clinical Research in Pediatric Endocrinology,1308-5735,SCIE,1828,1.9,1.5,Q4
Journal of Community Health Nursing,1532-7655,"SCIE, SSCI",559,1.9,0.9,Q2
Journal of Southern Hemisphere Earth Systems Science,2206-5865,SCIE,543,1.9,3.3,Q4
SOCIAL & CULTURAL GEOGRAPHY,1470-1197,SSCI,3520,1.9,2.3,Q2
Advances in Fuzzy Systems,1687-711X,ESCI,264,1.9,1.1,Q3
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,1476-1645,SCIE,22027,1.9,1.6,Q3
AQUATIC LIVING RESOURCES,1765-2952,SCIE,1486,1.9,1.9,Q3
CLINICAL NEUROLOGY AND NEUROSURGERY,1872-6968,SCIE,10148,1.9,1.6,Q3
European Journal of Trauma & Dissociation,2468-7499,ESCI,823,1.9,1.9,Q3
FISHERIES MANAGEMENT AND ECOLOGY,1365-2400,SCIE,2410,1.9,2.0,Q3
HUMAN MOVEMENT SCIENCE,1872-7646,SCIE,6681,1.9,1.9,Q4
JOURNAL OF FISH BIOLOGY,1095-8649,SCIE,17062,1.9,2.0,Q3
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,1573-2878,SCIE,8684,1.9,1.5,Q1
MDM Policy & Practice,2381-4683,ESCI,577,1.9,1.7,Q3
EVALUATION & THE HEALTH PROFESSIONS,1552-3918,SCIE,1658,1.9,1.6,Q3
Extremes,1572-915X,SCIE,675,1.9,2.2,Q2
Inzinerine Ekonomika-Engineering Economics,2029-5839,SSCI,919,1.9,2.0,Q2
Journal of Innovative Optical Health Sciences,1793-7205,SCIE,1061,1.9,2.2,Q3
JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,1742-5468,SCIE,11120,1.9,1.9,Q3
PARASITOLOGY RESEARCH,1432-1955,SCIE,14496,1.9,2.0,Q3
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,1936-6167,SSCI,1572,1.9,1.2,Q3
Teaching Education,1470-1286,ESCI,1002,1.9,1.1,Q2
CONNECTIVE TISSUE RESEARCH,1607-8438,SCIE,2600,1.9,2.1,Q4
Journal of Korean Neurosurgical Society,1598-7876,SCIE,2860,1.9,1.7,Q3
JOURNAL OF SURGICAL ONCOLOGY,1096-9098,SCIE,11539,1.9,1.9,Q4
MEMORY,1464-0686,SSCI,5021,1.9,2.0,Q3
PSYCHOLOGICAL REPORTS,1558-691X,SSCI,9703,1.9,1.6,Q2
Slovenian Journal of Public Health,1854-2476,SSCI,491,1.9,,Q3
SOCIAL DEVELOPMENT,1467-9507,SSCI,4469,1.9,1.9,Q3
Translational Andrology and Urology,2223-4691,SCIE,5167,1.9,1.7,Q3
BEHAVIORAL NEUROSCIENCE,1939-0084,SCIE,4411,1.9,1.5,Q3
Clinical Spine Surgery,2380-0194,SCIE,3124,1.9,1.7,Q3
Journal of Burn Care & Research,1559-0488,SCIE,5147,1.9,1.8,Q3
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,1943-281X,"SCIE, SSCI",2375,1.9,2.4,Q3
SMALL GROUP RESEARCH,1552-8278,SSCI,2227,1.9,1.9,Q3
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,1461-7412,SSCI,2169,1.9,1.3,Q2
Transactions in Planning and Urban Research,2754-1223,ESCI,192,1.9,,Q3
Fottea,N/A,SCIE,598,1.9,1.4,Q3
Information Visualization,1473-8724,SCIE,829,1.9,2.0,Q3
LEARNING & BEHAVIOR,1543-4508,SCIE,1081,1.9,1.5,Q3
Acta Psychologica Sinica,N/A,ESCI,3813,1.9,1.5,Q2
AUSTRALIAN PSYCHOLOGIST,1742-9544,SSCI,2131,1.9,2.0,Q2
Geoscience Communication,2569-7110,ESCI,203,1.9,1.4,Q2
IMF Economic Review,2041-417X,SSCI,1394,1.9,2.2,Q3
Journal of Benefit-Cost Analysis,2152-2812,SSCI,595,1.9,1.8,Q2
JOURNAL OF RISK AND INSURANCE,1539-6975,SSCI,2110,1.9,1.7,Q3
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,1878-1519,SCIE,6331,1.9,1.6,Q4
SoftwareX,2352-7110,SCIE,8932,1.9,2.4,Q3
Annals of Dermatology,2005-3894,SCIE,2367,1.9,1.3,Q3
BJPsych International,2058-6264,ESCI,651,1.9,1.4,Q3
Cities & Health,2374-8842,ESCI,1137,1.9,,Q3
Comparative Economic Studies,1478-3320,ESCI,590,1.9,1.5,Q2
Diagnosis,2194-802X,ESCI,1209,1.9,2.0,Q2
Ecological Complexity,1476-9840,SCIE,2225,1.9,3.4,Q3
Marine Ecology-An Evolutionary Perspective,1439-0485,SCIE,2571,1.9,1.8,Q2
REHABILITATION COUNSELING BULLETIN,1538-4853,SSCI,842,1.9,1.3,Q2
INJURY PREVENTION,1475-5785,"SCIE, SSCI",4598,1.9,2.0,Q3
Journal of Gay & Lesbian Mental Health,1935-9713,ESCI,1078,1.9,2.3,Q3
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,1938-3711,SCIE,3816,1.9,1.9,Q3
Value in Health Regional Issues,2212-1099,ESCI,1587,1.9,1.5,Q3
Forest and Society,2549-4333,ESCI,339,1.9,1.1,Q2
Health Psychology Open,2055-1029,ESCI,1053,1.9,1.3,Q3
HEALTH RISK & SOCIETY,1469-8331,SSCI,983,1.9,1.0,Q3
Journal of Laboratory Medicine,2567-9449,SCIE,511,1.9,1.8,Q3
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,N/A,SCIE,2180,1.9,1.6,Q4
Behavior Analysis in Practice,2196-8934,ESCI,2289,1.9,1.7,Q3
Environment and Planning C-Politics and Space,2399-6552,SSCI,4089,1.9,2.2,Q3
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,1520-8540,SCIE,13656,1.9,1.9,Q3
STEM CELLS AND DEVELOPMENT,1557-8534,SCIE,5694,1.9,2.0,Q4
Applied Mobilities,2380-0135,ESCI,335,1.9,1.5,Q2
BIOLOGICAL AGRICULTURE & HORTICULTURE,2165-0616,SCIE,773,1.9,1.6,Q2
Clinical Epidemiology and Global Health,2213-3984,ESCI,3341,1.9,1.7,Q3
JOURNAL OF MACROECONOMICS,1873-152X,SSCI,2238,1.9,1.5,Q2
JOURNAL OF PSYCHOSOCIAL ONCOLOGY,1540-7586,SSCI,1696,1.9,1.5,Q3
JOURNAL OF THEORETICAL BIOLOGY,1095-8541,SCIE,20066,1.9,2.0,Q2
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,1175-8805,SCIE,2247,1.9,1.7,Q3
QUANTITATIVE FINANCE,1469-7696,SSCI,3856,1.9,1.4,Q3
International Journal of Aeronautical and Space Sciences,2093-2480,SCIE,1866,1.9,1.4,Q2
INTERVENTIONAL NEURORADIOLOGY,2385-2011,SCIE,3645,1.9,2.1,Q3
Journal of Aerospace Information Systems,2327-3097,SCIE,1256,1.9,1.5,Q2
Journal of Complex Networks,2051-1329,SCIE,1388,1.9,1.5,Q2
LAND ECONOMICS,1543-8325,SSCI,2820,1.9,1.6,Q2
Local Economy,1470-9325,ESCI,1139,1.9,1.6,Q2
MATERNAL AND CHILD HEALTH JOURNAL,1573-6628,SSCI,8194,1.9,1.7,Q3
Bio-based and Applied Economics,2280-6172,ESCI,387,1.9,1.7,Q2
IISE Transactions on Occupational Ergonomics & Human Factors,2472-5846,ESCI,579,1.9,1.8,Q3
International Journal of Managerial and Financial Accounting,1753-6723,ESCI,319,1.9,1.4,Q3
Journal of Experimental Psychopathology,2043-8087,SSCI,827,1.9,1.9,Q3
NEUROLOGICAL RESEARCH,1743-1328,SCIE,4507,1.9,1.5,Q3
Science and Technology of Nuclear Installations,1687-6083,SCIE,852,1.9,0.9,Q2
TAXON,1996-8175,SCIE,6039,1.9,2.0,Q3
Telemedicine Reports,2692-4366,ESCI,301,1.9,1.6,Q3
Worldwide Hospitality and Tourism Themes,1755-4225,ESCI,1237,1.9,1.9,Q3
Applied Biosafety,2470-1246,ESCI,412,1.9,,Q3
Asian Journal of Technology Innovation,2158-6721,SSCI,724,1.9,1.7,Q3
Cardiology Journal,1898-018X,SCIE,1919,1.9,1.9,Q3
COMPTES RENDUS GEOSCIENCE,1778-7025,SCIE,3044,1.9,1.9,Q3
Contemporary Clinical Trials,1559-2030,SCIE,6350,1.9,1.9,Q3
Epilepsy & Behavior Reports,2589-9864,ESCI,739,1.9,1.5,Q3
Frontiers in Nuclear Engineering,2813-3412,ESCI,228,1.9,,Q2
Journal of Oceanology and Limnology,2523-3521,SCIE,2314,1.9,1.3,Q2
PHYCOLOGIA,2330-2968,SCIE,3058,1.9,1.4,Q2
Place Branding and Public Diplomacy,1751-8059,ESCI,1104,1.9,1.9,Q3
Pulmonary Medicine,2090-1844,ESCI,578,1.9,2.1,Q3
Sugar Tech,0974-0740,SCIE,2900,1.9,2.0,Q2
Tremor and Other Hyperkinetic Movements,2160-8288,ESCI,1323,1.9,2.1,Q3
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,1432-0800,SCIE,8951,1.9,2.2,Q4
Genetics Research,1469-5073,SCIE,1982,1.9,2.1,Q3
JOURNAL OF THE ASTRONAUTICAL SCIENCES,2195-0571,SCIE,1351,1.9,1.5,Q2
NeuroSci,2673-4087,ESCI,469,1.9,2.0,Q3
PROTIST,1618-0941,SCIE,1861,1.9,2.1,Q4
Research Journal of Textile and Apparel,1560-6074,ESCI,853,1.9,1.9,Q2
Translational Sports Medicine,2573-8488,ESCI,488,1.9,1.9,Q3
ACM TRANSACTIONS ON COMPUTER SYSTEMS,1557-7333,SCIE,1253,1.9,1.8,Q2
Applied Fruit Science,2948-2631,SCIE,694,1.9,N/A,Q3
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,1522-726X,SCIE,10729,1.9,1.9,Q3
HORTSCIENCE,2327-9834,SCIE,12943,1.9,1.6,Q3
JOURNAL OF CLINICAL NEUROSCIENCE,1532-2653,SCIE,12359,1.9,1.8,Q3
MANAGERIAL FINANCE,1758-7743,ESCI,2127,1.9,2.2,Q3
SEXUALLY TRANSMITTED DISEASES,1537-4521,SCIE,5228,1.9,1.7,Q3
EASTERN MEDITERRANEAN HEALTH JOURNAL,1687-1634,SCIE,3394,1.9,1.9,Q3
EUROPEAN JOURNAL OF PROTISTOLOGY,1618-0429,SCIE,1664,1.9,1.6,Q4
GENETIC RESOURCES AND CROP EVOLUTION,1573-5109,SCIE,6190,1.9,N/A,Q2
IEEE JOURNAL OF QUANTUM ELECTRONICS,1558-1713,SCIE,8221,1.9,2.1,Q3
International Journal of Breast Cancer,2090-3189,ESCI,558,1.9,3.0,Q4
JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,1536-7355,SCIE,2759,1.9,1.8,Q3
Journal of Applied Biomedicine,1214-0287,SCIE,763,1.9,2.0,Q3
Journal of Business & Finance Librarianship,1547-0644,ESCI,240,1.9,1.4,Q2
Maternal-Fetal Medicine,2641-5895,ESCI,300,1.9,1.7,Q3
Surface Innovations,2050-6260,SCIE,747,1.9,3.5,Q4
Biomarker Insights,1177-2719,ESCI,1114,1.9,2.6,Q3
BIOTROPICA,1744-7429,SCIE,6818,1.9,1.7,Q3
CURRENT GENETICS,1432-0983,SCIE,3227,1.9,1.6,Q3
INTERNATIONAL JOURNAL OF EARTH SCIENCES,1437-3262,SCIE,5977,1.9,2.0,Q3
INTERNATIONAL JOURNAL OF HEMATOLOGY,1865-3774,SCIE,4658,1.9,1.8,Q3
International Journal of Nephrology,2090-2158,ESCI,963,1.9,1.4,Q3
JOURNAL OF MONEY CREDIT AND BANKING,1538-4616,SSCI,5828,1.9,1.6,Q3
JOURNAL OF QUATERNARY SCIENCE,1099-1417,SCIE,4239,1.9,2.2,Q3
EUROPEAN JOURNAL OF DERMATOLOGY,1952-4013,SCIE,2909,1.9,1.5,Q3
World Journal of Engineering,1708-5284,ESCI,1234,1.9,1.6,Q2
American Journal of Lifestyle Medicine,1559-8284,ESCI,3666,1.9,1.3,Q3
Asia-Pacific Journal of Regional Science,2509-7954,ESCI,546,1.9,1.7,Q2
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,2057-0155,SCIE,4050,1.9,2.2,Q3
Clinica e Investigacion en Arteriosclerosis,1578-1879,ESCI,559,1.9,1.9,Q3
Conservation,2673-7159,ESCI,388,1.9,1.9,Q3
EXPERIMENTAL LUNG RESEARCH,1521-0499,SCIE,1080,1.9,1.8,Q3
IEEE PERVASIVE COMPUTING,1558-2590,SCIE,1712,1.9,1.8,Q3
Acta Cardiologica Sinica,1011-6842,SCIE,1000,1.9,1.8,Q3
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1535-2900,SCIE,6487,1.9,2.3,Q3
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,1414-431X,SCIE,5544,1.9,1.5,Q2
JOURNAL OF TURBULENCE,1468-5248,SCIE,1630,1.9,1.6,Q3
Neuropsychopharmacology Reports,2574-173X,ESCI,1033,1.9,1.5,Q4
SOUTH AFRICAN JOURNAL OF SCIENCE,1996-7489,SCIE,3756,1.9,2.3,Q2
TROPICAL ECOLOGY,2661-8982,SCIE,1588,1.9,1.7,Q3
Visceral Medicine,2297-475X,SCIE,1058,1.9,1.6,Q3
Africa Journal of Management,2332-2381,ESCI,394,1.9,1.6,Q3
BIOCHEMICAL GENETICS,1573-4927,SCIE,3001,1.9,1.6,Q4
Evidence-based HRM-A Global Forum for Empirical Scholarship,2049-3991,ESCI,638,1.9,2.0,Q3
IFAC Journal of Systems and Control,2468-6018,ESCI,387,1.9,1.8,Q3
JOURNAL OF INVESTIGATIVE MEDICINE,1708-8267,SCIE,2921,1.9,2.0,Q2
Management of Biological Invasions,N/A,SCIE,1115,1.9,1.2,Q3
Plant(cid:0)Environment Interactions,2575-6265,ESCI,339,1.9,,Q3
TERRA NOVA,1365-3121,SCIE,3693,1.9,1.7,Q3
AIMS Biophysics,2377-9098,ESCI,524,1.9,1.0,Q4
ANNALES GEOPHYSICAE,1432-0576,SCIE,5455,1.9,1.9,Q3
AQUATIC GEOCHEMISTRY,1573-1421,SCIE,1137,1.9,,Q3
ATS Scholar,2690-7097,ESCI,449,1.9,1.9,Q3
CARDIOLOGY,1421-9751,SCIE,2491,1.9,1.7,Q3
GENOME,1480-3321,SCIE,3597,1.9,1.7,Q4
HardwareX,2468-0672,ESCI,1363,1.9,2.1,Q3
IEEE Control Systems Letters,2475-1456,ESCI,6410,1.9,2.0,Q3
INDUSTRIAL LUBRICATION AND TRIBOLOGY,1758-5775,SCIE,2832,1.9,1.8,Q3
INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,1541-3527,"SCIE, SSCI",1626,1.9,1.3,Q3
Journal of Arrhythmia,1883-2148,ESCI,1800,1.9,1.7,Q3
Journal of Groundwater Science and Engineering,2305-7068,ESCI,356,1.9,1.8,Q3
Journal of Integrative and Complementary Medicine,2768-3613,SCIE,707,1.9,1.7,Q3
Sport Business and Management-An International Journal,2042-6798,ESCI,782,1.9,1.7,Q3
ARQUIVOS DE NEURO-PSIQUIATRIA,1678-4227,SCIE,3994,1.9,1.6,Q4
Asian Transport Studies,2185-5560,ESCI,333,1.9,2.2,Q4
Foundations and Trends in Databases,1931-7891,ESCI,149,1.9,1.0,Q3
IET Systems Biology,1751-8857,SCIE,570,1.9,1.9,Q4
IRRIGATION AND DRAINAGE,1531-0361,SCIE,3112,1.9,1.7,Q2
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,1530-8030,SCIE,1012,1.9,2.2,Q4
Journal of the Intensive Care Society,1751-1437,ESCI,1143,1.9,1.4,Q3
Knowledge and Process Management,1099-1441,ESCI,847,1.9,1.7,Q3
Management Research-The Journal of the Iberoamerican Academy of Management,1558-0946,ESCI,432,1.9,1.3,Q3
Physical Communication,1874-4907,SCIE,2765,1.9,2.2,Q3
ACTA NEUROBIOLOGIAE EXPERIMENTALIS,1689-0035,SCIE,1250,1.9,1.4,Q4
Antimicrobial Stewardship & Healthcare Epidemiology,2732-494X,ESCI,1328,1.9,1.8,Q3
ECONOMIC BOTANY,1874-9364,SCIE,2911,1.9,1.3,Q3
ENDOCRINE RESEARCH,1532-4206,SCIE,766,1.9,1.8,Q4
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,1793-6845,SCIE,1448,1.9,1.8,Q3
International Journal of Knowledge Management,1548-0658,ESCI,348,1.9,2.1,Q3
One Ecosystem,2367-8194,ESCI,473,1.9,1.9,Q3
Public Works Management & Policy,1552-7549,ESCI,453,1.9,1.0,Q3
Review of Financial Economics,1873-5924,ESCI,823,1.9,1.4,Q3
THEORETICAL ISSUES IN ERGONOMICS SCIENCE,1464-536X,ESCI,1619,1.9,2.0,Q3
WIRELESS PERSONAL COMMUNICATIONS,1572-834X,SCIE,11419,1.9,2.2,Q4
Business Management and Economics Engineering,2669-249X,ESCI,137,1.9,1.6,Q3
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,1476-8259,SCIE,4873,1.9,1.6,Q3
IEEE TRANSACTIONS ON MAGNETICS,1941-0069,SCIE,25700,1.9,1.9,Q3
International Journal of Biostatistics,1557-4679,SCIE,1200,1.9,1.2,Q3
Journal of Business Analytics,2573-2358,ESCI,272,1.9,1.6,Q3
JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,1880-5086,SCIE,2805,1.9,1.7,Q3
Sensor Review,1758-6828,SCIE,1364,1.9,1.4,Q3
Unmanned Systems,2301-3869,ESCI,883,1.9,2.4,Q3
Applied Network Science,2364-8228,ESCI,1583,1.9,1.5,Q2
AWWA Water Science,2577-8161,ESCI,622,1.9,1.8,Q3
Data in Brief,2352-3409,ESCI,13493,1.9,1.4,Q2
ELECTRIC POWER COMPONENTS AND SYSTEMS,1532-5016,SCIE,2567,1.9,1.5,Q3
Journal of Landscape Ecology,1805-4196,ESCI,404,1.9,,Q3
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,1943-5460,SCIE,3069,1.9,1.6,Q3
PLANETARY AND SPACE SCIENCE,1873-5088,SCIE,9502,1.9,1.7,Q3
Genetic Programming and Evolvable Machines,1573-7632,SCIE,773,1.9,,Q3
Geotechnique Letters,2045-2543,SCIE,1676,1.9,2.5,Q3
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,1563-5341,SCIE,1647,1.9,1.6,Q3
Journal of International Accounting Research,1558-8025,ESCI,560,1.9,1.0,Q3
JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,1099-1395,SCIE,2979,1.9,1.8,Q3
MINERALOGY AND PETROLOGY,1438-1168,SCIE,2957,1.9,1.1,Q3
NEUROPSYCHIATRIE,2194-1327,ESCI,403,1.9,1.1,Q3
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,2041-3017,SCIE,3768,1.9,2.1,Q3
Production Engineering-Research and Development,1863-7353,ESCI,1579,1.9,1.6,Q4
